crime,location,date,sex,victim_ethnicity,victim_age,time,weather,latitude,longitude,holiday_name,is_holiday,land_use_type,gn_division,gn_pcode,gn_population,gn_distance_m,victim_ethnicity ,status_report
theft,yatinuwara street,2024-04-25,m,sinhala,37,08:46:00,Cloudy,7.297133866,80.63489084,Non-Holiday,0,General Urban,Mahanuwara,LK2130120,11613,163.6,sinhala,Valid
burglary,peradeniya kfc,2024-04-25,f,sinhala,31,11:37:00,Cloudy,7.286380233,80.6255369,Non-Holiday,0,Commercial,Katukele West,LK2130105,8913,408.4,sinhala,Valid
stabbing,buwelikada,2024-04-26,m,tamil,47,10:49:00,Rainy,7.295436237,80.64712027,Non-Holiday,0,General Urban,Thalwatta,LK2130130,19105,370.4,tamil,Valid
theft,aniwatte,2024-04-26,f,sinhala,40,22:46:00,Rainy,7.292657961,80.6246041,Non-Holiday,0,General Urban,Katukele,LK2130110,8909,336.4,sinhala,Valid
drugs,yatinuwara street,2024-04-28,m,sinhala,58,20:42:00,Rainy,7.297419728,80.63626731,Non-Holiday,0,General Urban,Mahanuwara,LK2130120,11613,113.8,sinhala,Valid
burglary,lewella bangalaawatte,2024-04-29,f,sinhala,33,10:42:00,Rainy,7.298646233,80.65231348,Non-Holiday,0,General Urban,Thalwatta,LK2130130,19105,421.2,sinhala,Valid
drugs,bogambara official police stayhouse,2024-05-01,m,tamil,50,10:54:00,Rainy,7.28684079,80.63782599,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,543.3,tamil,Valid
drugs,nuwarawela ampitiya,2024-05-01,m,sinhala,35,13:51:00,Rainy,7.286661384,80.64849639,Non-Holiday,0,General Urban,Ampitiya North,LK2130230,926,267.1,sinhala,Valid
stabbing,hanthane kadurata malshalawa,2024-05-01,m,sinhala,49,15:35:00,Rainy,7.290483569,80.63473256,Non-Holiday,0,Commercial,Bogambara,LK2130145,2198,378.4,sinhala,Valid
robbery,dharmapala road lewella,2024-05-02,m,tamil,48,10:55:00,Rainy,7.298915524,80.65095545,Non-Holiday,0,General Urban,Thalwatta,LK2130130,19105,402.7,tamil,Valid
theft,thannekumbura,2024-05-04,m,sinhala,66,05:31:00,Rainy,7.28395393,80.66098411,Non-Holiday,0,General Urban,Thennakumbura,LK2130240,19383,114.8,sinhala,Valid
robbery,highschool,2024-05-05,f,sinhala,33,19:17:00,Rainy,7.290169639,80.63272476,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,289.9,sinhala,Valid
theft,mahaiyawa,2024-05-06,m,sinhala,34,11:00:00,Rainy,7.306556114,80.63335881,Non-Holiday,0,General Urban,Poorna Watta East,LK2130075,17005,218.9,sinhala,Valid
burglary,malwatte,2024-05-06,f,muslim,39,16:45:00,Rainy,7.278350374,80.64049035,Non-Holiday,0,General Urban,Malwatta,LK2130140,12099,330.9,muslim,Valid
robbery,municipal indoor sports complex,2024-05-09,m,sinhala,43,14:39:00,Rainy,7.285045435,80.62670116,Non-Holiday,0,Commercial,Suduhumpala East,LK2130160,18807,323.6,sinhala,Valid
theft,heerassagala,2024-05-09,m,sinhala,64,21:23:00,Rainy,7.261962588,80.61992191,Non-Holiday,0,General Urban,Bowalawatta,LK2130300,2441,375.3,sinhala,Valid
vehicle theft,sirimawo bandaranayake lane,2024-05-11,m,sinhala,63,19:05:00,Rainy,7.266999679,80.59834224,Non-Holiday,0,Commercial,Getambe,LK2130180,5235,744.7,sinhala,Valid
burglary,peradeniya road,2024-05-13,m,sinhala,59,09:10:00,Rainy,7.28222492,80.62166052,Non-Holiday,0,General Urban,Suduhumpala West,LK2130165,18808,191.8,sinhala,Valid
robbery,malwatte,2024-05-15,m,sinhala,51,14:22:00,Rainy,7.277457464,80.64376053,Non-Holiday,0,General Urban,Malwatta,LK2130140,12099,346.6,sinhala,Valid
drugs,thalathuoya road,2024-05-15,m,sinhala,35,17:29:00,Rainy,7.247886176,80.68438833,Non-Holiday,0,General Urban,Batagalla,LK2145100,1785,356.7,sinhala,Valid
stabbing,new queens hotel,2024-05-15,m,sinhala,76,18:16:00,Rainy,7.294366181,80.6364289,Non-Holiday,0,Commercial,Mahanuwara,LK2130120,11613,227.9,sinhala,Valid
drugs,dalada maligawa,2024-05-16,f,sinhala,41,11:49:00,Rainy,7.291771062,80.64116607,Non-Holiday,0,Commercial,Boowelikada,LK2130135,2310,361.4,sinhala,Valid
burglary,polgolla,2024-05-16,m,muslim,44,17:08:00,Rainy,7.315161213,80.65410744,Non-Holiday,0,General Urban,Pallegunnepana North,LK2127175,15562,155.7,muslim,Valid
robbery,ampitiya town,2024-05-18,m,sinhala,30,15:30:00,Rainy,7.272337108,80.65906824,Non-Holiday,0,General Urban,Ampitiya Pallegama,LK2130245,928,527.1,sinhala,Valid
vehicle theft,paradise park,2024-05-19,m,sinhala,60,14:06:00,Rainy,7.287236277,80.62850541,Non-Holiday,0,Commercial,Deiyannewela,LK2130150,3143,142.1,sinhala,Valid
vehicle theft,provincial education department,2024-05-20,m,sinhala,31,13:03:00,Rainy,7.290102533,80.63458694,Non-Holiday,0,Commercial,Bogambara,LK2130145,2198,333.9,sinhala,Valid
burglary,municipal indoor sports complex,2024-05-21,m,sinhala,45,16:03:00,Rainy,7.286271967,80.62728971,Non-Holiday,0,Commercial,Deiyannewela,LK2130150,3143,311.5,sinhala,Valid
theft,2nd rajasinghe lane,2024-05-22,m,tamil,49,10:57:00,Rainy,7.290240368,80.63293607,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,296.6,tamil,Valid
burglary,mapanawathura,2024-05-22,f,muslim,46,15:33:00,Rainy,7.30316838,80.62731309,Non-Holiday,0,General Urban,Asgiriya,LK2130085,1314,424.8,muslim,Valid
stabbing,asgiriya stadium,2024-05-25,f,sinhala,72,13:01:00,Rainy,7.299021566,80.63515255,Non-Holiday,0,Commercial,Mahanuwara,LK2130120,11613,312.5,sinhala,Valid
burglary,watapuluwa,2024-05-25,m,sinhala,47,19:27:00,Rainy,7.315806282,80.64083047,Non-Holiday,0,General Urban,Watapuluwa,LK2130035,21490,149.6,sinhala,Valid
theft,bus stand,2024-05-26,m,sinhala,48,08:03:00,Rainy,7.268943774,80.66674897,Non-Holiday,0,Commercial,Ulpathakumbura,LK2130265,20351,458.4,sinhala,Valid
theft,rajapihilla road,2024-05-26,m,sinhala,23,20:37:00,Rainy,7.288344073,80.64135453,Non-Holiday,0,General Urban,Boowelikada,LK2130135,2310,664.3,sinhala,Valid
theft,lewella gangaramaya,2024-05-28,m,sinhala,49,19:40:00,Rainy,7.2956133,80.65139958,Non-Holiday,0,Commercial,Thalwatta,LK2130130,19105,106.7,sinhala,Valid
stabbing,dharmapala road lewella,2024-05-31,f,sinhala,46,08:18:00,Rainy,7.298028052,80.65253566,Non-Holiday,0,General Urban,Thalwatta,LK2130130,19105,376.7,sinhala,Valid
burglary,colombo street,2024-05-31,f,sinhala,50,15:53:00,Rainy,7.296072655,80.63747016,Non-Holiday,0,General Urban,Mahanuwara,LK2130120,11613,147.3,sinhala,Valid
theft,watapuluwa,2024-06-03,m,sinhala,29,13:07:00,Rainy,7.316404882,80.64213662,Non-Holiday,0,General Urban,Watapuluwa,LK2130035,21490,307.0,sinhala,Valid
drugs,municipal indoor sports complex,2024-06-09,m,sinhala,26,18:33:00,Rainy,7.286496406,80.62632857,Non-Holiday,0,Commercial,Deiyannewela,LK2130150,3143,380.3,sinhala,Valid
burglary,2nd rajasinghe lane,2024-06-09,m,sinhala,47,23:01:00,Rainy,7.29164674,80.63497154,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,504.7,sinhala,Valid
burglary,dharmasena lane,2024-06-11,f,sinhala,26,14:26:00,Rainy,7.270876221,80.59203984,Non-Holiday,0,General Urban,Getambe,LK2130180,5235,248.0,sinhala,Valid
robbery,thalathuoya road,2024-06-12,m,sinhala,71,12:06:00,Rainy,7.248636753,80.68455746,Non-Holiday,0,General Urban,Batagalla,LK2145100,1785,420.3,sinhala,Valid
robbery,heerassagala,2024-06-12,m,sinhala,52,13:52:00,Rainy,7.263407511,80.61822383,Non-Holiday,0,General Urban,Bowalawatta,LK2130300,2441,466.9,sinhala,Valid
burglary,peradeniya road,2024-06-13,m,sinhala,35,10:12:00,Rainy,7.281142602,80.62187845,Non-Holiday,0,General Urban,Suduhumpala West,LK2130165,18808,95.3,sinhala,Valid
drugs,bowalawatte,2024-06-14,m,sinhala,53,13:25:00,Rainy,7.257266684,80.62377048,Non-Holiday,0,General Urban,Bowalawatta,LK2130300,2441,678.6,sinhala,Valid
robbery,ampitiya town,2024-06-17,m,sinhala,47,21:06:00,Rainy,7.274584774,80.66119962,Eid al-Adha,1,General Urban,Ampitiya Pallegama,LK2130245,928,291.8,sinhala,Valid
burglary,yatinuwara lane,2024-06-19,f,sinhala,53,12:45:00,Rainy,7.292203414,80.63447158,Non-Holiday,0,General Urban,Ihala Katukele,LK2130115,6925,439.8,sinhala,Valid
robbery,deiyanwela,2024-06-19,f,sinhala,49,16:35:00,Rainy,7.288616739,80.63255157,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,124.4,sinhala,Valid
theft,peradeniya kfc,2024-06-20,m,sinhala,61,11:08:00,Rainy,7.286108772,80.6223671,Non-Holiday,0,Commercial,Katukele West,LK2130105,8913,103.9,sinhala,Valid
theft,thilakawardhana,2024-06-20,m,sinhala,59,20:46:00,Rainy,7.283675622,80.62272282,Non-Holiday,0,Commercial,Katukele West,LK2130105,8913,190.7,sinhala,Valid
stabbing,new queens hotel,2024-06-22,m,sinhala,45,07:01:00,Rainy,7.291783073,80.63674111,Non-Holiday,0,Commercial,Mahanuwara,LK2130120,11613,517.2,sinhala,Valid
vehicle theft,2nd rajasinghe lane,2024-06-23,f,sinhala,46,02:49:00,Rainy,7.291054271,80.63542622,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,473.4,sinhala,Valid
burglary,poornawatte,2024-06-23,m,sinhala,41,08:02:00,Rainy,7.311334935,80.62898259,Non-Holiday,0,General Urban,Mapanawathura,LK2130070,12324,58.8,sinhala,Valid
theft,hanthane town,2024-06-25,m,sinhala,55,02:33:00,Rainy,7.269111874,80.63549845,Non-Holiday,0,General Urban,Hanthana Pedesa,LK2130220,5949,494.4,sinhala,Valid
stabbing,provincial education department,2024-06-25,m,sinhala,67,11:05:00,Rainy,7.29200333,80.63167813,Non-Holiday,0,Commercial,Ihala Katukele,LK2130115,6925,180.4,sinhala,Valid
drugs,municipal indoor sports complex,2024-06-25,f,sinhala,52,22:27:00,Rainy,7.284510136,80.62585047,Non-Holiday,0,Commercial,Suduhumpala East,LK2130160,18807,240.8,sinhala,Valid
drugs,mahaiyawa cemetery,2024-06-30,m,sinhala,48,11:04:00,Rainy,7.30583333,80.63463751,Non-Holiday,0,General Urban,Mahaiyawa,LK2130065,11543,275.9,sinhala,Valid
theft,aniwatte,2024-06-30,m,sinhala,52,16:10:00,Rainy,7.293203454,80.62434062,Non-Holiday,0,General Urban,Bahirawa Kanda,LK2130090,1508,299.8,sinhala,Valid
theft,aniwatte,2024-06-30,f,sinhala,45,16:55:00,Rainy,7.291898896,80.62549496,Non-Holiday,0,General Urban,Katukele,LK2130110,8909,238.5,sinhala,Valid
theft,nagasthanne,2024-07-01,m,sinhala,59,08:36:00,Rainy,7.280629576,80.63154804,Non-Holiday,0,General Urban,Nagasthenna,LK2130155,13921,244.2,sinhala,Valid
burglary,ampitiya town,2024-07-06,f,sinhala,36,06:10:00,Rainy,7.273272599,80.65898939,Non-Holiday,0,General Urban,Ampitiya Pallegama,LK2130245,928,517.3,sinhala,Valid
theft,william gopallawa lane,2024-07-07,m,sinhala,56,10:28:00,Rainy,7.291883614,80.63420317,Non-Holiday,0,General Urban,Ihala Katukele,LK2130115,6925,422.7,sinhala,Valid
burglary,train station,2024-07-10,m,sinhala,62,21:24:00,Rainy,7.289474448,80.63210747,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,231.2,sinhala,Valid
theft,primrose gardens,2024-07-12,f,sinhala,27,05:25:00,Rainy,7.280408199,80.61159819,Non-Holiday,0,Commercial,Welata,LK2130170,21826,354.1,sinhala,Valid
robbery,bowalawatte,2024-07-13,f,sinhala,51,12:59:00,Rainy,7.272051191,80.61323167,Non-Holiday,0,General Urban,Bowala,LK2130205,2430,107.7,sinhala,Valid
vehicle theft,hanthane kadurata malshalawa,2024-07-15,m,sinhala,41,19:28:00,Rainy,7.290124586,80.63499025,Non-Holiday,0,Commercial,Bogambara,LK2130145,2198,361.8,sinhala,Valid
burglary,suduhumpola,2024-07-17,m,sinhala,58,05:56:00,Rainy,7.283224647,80.62353072,Non-Holiday,0,General Urban,Suduhumpala East,LK2130160,18807,243.8,sinhala,Valid
stabbing,polgolla,2024-07-18,f,sinhala,37,06:14:00,Rainy,7.315880343,80.65148926,Non-Holiday,0,General Urban,Pallegunnepana North,LK2127175,15562,231.1,sinhala,Valid
burglary,gatambe,2024-07-18,m,sinhala,36,09:20:00,Rainy,7.272106615,80.59664053,Non-Holiday,0,General Urban,Getambe,LK2130180,5235,298.3,sinhala,Valid
vehicle theft,provincial education department,2024-07-18,m,sinhala,26,09:33:00,Rainy,7.289827602,80.6337041,Non-Holiday,0,Commercial,Bogambara,LK2130145,2198,264.0,sinhala,Valid
theft,mulgampola,2024-07-18,m,sinhala,42,13:35:00,Rainy,7.280295051,80.61733404,Non-Holiday,0,General Urban,Welata,LK2130170,21826,373.2,sinhala,Valid
burglary,central market,2024-07-19,f,sinhala,69,15:11:00,Rainy,7.292983468,80.63470834,Non-Holiday,0,Commercial,Mahanuwara,LK2130120,11613,413.0,sinhala,Valid
theft,ampitiya town,2024-07-19,m,sinhala,34,20:34:00,Rainy,7.271618668,80.65832175,Non-Holiday,0,General Urban,Meddegama,LK2130250,12845,506.7,sinhala,Valid
vehicle theft,dangolla,2024-07-20,m,sinhala,48,14:29:00,Rainy,7.270804024,80.61201193,Esala Full Moon Poya Day,1,Residential,Bowala,LK2130205,2430,94.7,sinhala,Valid
drugs,bowalawatte,2024-07-20,f,sinhala,31,19:49:00,Rainy,7.271257706,80.61348546,Esala Full Moon Poya Day,1,General Urban,Bowala,LK2130205,2430,78.7,sinhala,Valid
theft,gatambe,2024-07-23,m,sinhala,36,21:44:00,Rainy,7.270001917,80.59795914,Non-Holiday,0,General Urban,Getambe,LK2130180,5235,500.0,sinhala,Valid
theft,thannekumbura,2024-07-24,f,sinhala,23,05:36:00,Cloudy,7.282598712,80.65989411,Non-Holiday,0,General Urban,Thennakumbura,LK2130240,19383,156.7,sinhala,Valid
theft,post office,2024-07-26,f,sinhala,39,12:42:00,Rainy,7.28910721,80.63288301,Non-Holiday,0,Commercial,Bogambara,LK2130145,2198,170.8,sinhala,Valid
burglary,dharmasena lane,2024-07-26,m,sinhala,42,18:00:00,Rainy,7.270226965,80.59252269,Non-Holiday,0,General Urban,Getambe,LK2130180,5235,257.8,sinhala,Valid
drugs,katukale,2024-07-27,m,sinhala,69,06:30:00,Rainy,7.287876938,80.62693548,Non-Holiday,0,General Urban,Deiyannewela,LK2130150,3143,262.7,sinhala,Valid
robbery,udabowala,2024-08-02,f,sinhala,37,05:46:00,Rainy,7.263729449,80.61590569,Non-Holiday,0,General Urban,Uda Bowala,LK2130200,19819,440.6,sinhala,Valid
vehicle theft,yatinuwara street,2024-08-02,f,muslim,15,06:52:00,Rainy,7.296110534,80.63769412,Non-Holiday,0,General Urban,Mahanuwara,LK2130120,11613,170.5,muslim,Valid
burglary,heerassagala,2024-08-04,m,sinhala,49,13:12:00,Rainy,7.260390195,80.61917856,Non-Holiday,0,General Urban,Bowalawatta,LK2130300,2441,188.7,sinhala,Valid
robbery,yatinuwara street,2024-08-08,m,sinhala,50,13:42:00,Rainy,7.295077779,80.63447238,Non-Holiday,0,General Urban,Mahanuwara,LK2130120,11613,238.7,sinhala,Valid
robbery,watapuluwa,2024-08-08,m,sinhala,62,15:12:00,Rainy,7.318813489,80.64144586,Non-Holiday,0,General Urban,Mahaweli Uyana,LK2130040,11727,43.0,sinhala,Valid
theft,train station,2024-08-10,foreign couple,muslim,28,14:58:00,Rainy,7.290538213,80.6345101,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,371.7,muslim,Valid
burglary,mahaiyawa cemetery,2024-08-12,f,sinhala,31,05:46:00,Rainy,7.305961012,80.63200231,Non-Holiday,0,General Urban,Poorna Watta East,LK2130075,17005,117.9,sinhala,Valid
drugs,mada bowala angampitiya,2024-08-14,m,sinhala,44,12:09:00,Rainy,7.269839888,80.61144611,Non-Holiday,0,General Urban,Bowala,LK2130205,2430,210.2,sinhala,Valid
burglary,ampitiya town,2024-08-16,f,sinhala,51,07:00:00,Rainy,7.273005729,80.66057173,Non-Holiday,0,General Urban,Ampitiya Pallegama,LK2130245,928,348.3,sinhala,Valid
drugs,goerge.e.silva lane,2024-08-16,f,sinhala,44,14:30:00,Rainy,7.292159913,80.63452927,Non-Holiday,0,General Urban,Ihala Katukele,LK2130115,6925,447.2,sinhala,Valid
stabbing,kotugodalla road,2024-08-20,m,sinhala,27,00:27:00,Rainy,7.295273941,80.63815269,Non-Holiday,0,General Urban,Mahanuwara,LK2130120,11613,251.4,sinhala,Valid
theft,ampitiya town,2024-08-24,f,sinhala,60,09:34:00,Rainy,7.271316309,80.65902447,Non-Holiday,0,General Urban,Meddegama,LK2130250,12845,527.4,sinhala,Valid
theft,watapuluwa,2024-08-25,f,sinhala,38,05:11:00,Rainy,7.319379022,80.64172693,Non-Holiday,0,General Urban,Mahaweli Uyana,LK2130040,11727,37.5,sinhala,Valid
drugs,2nd rajasinghe lane,2024-08-25,f,sinhala,34,20:51:00,Rainy,7.288923545,80.63225615,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,168.9,sinhala,Valid
burglary,aniwatte,2024-08-26,m,sinhala,21,03:29:00,Cloudy,7.291501998,80.62382296,Non-Holiday,0,General Urban,Katukele,LK2130110,8909,427.9,sinhala,Valid
vehicle theft,d.s senanayake lane,2024-08-28,f,sinhala,35,02:30:00,Rainy,7.295854223,80.63639164,Non-Holiday,0,General Urban,Mahanuwara,LK2130120,11613,65.2,sinhala,Valid
burglary,hanthane town,2024-08-29,f,sinhala,60,11:50:00,Rainy,7.267706997,80.63529915,Non-Holiday,0,General Urban,Hanthana Pedesa,LK2130220,5949,649.6,sinhala,Valid
burglary,2nd rajasinghe lane,2024-08-29,f,sinhala,27,12:10:00,Rainy,7.290849052,80.63525414,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,443.9,sinhala,Valid
robbery,ampitiya town,2024-08-30,m,sinhala,31,14:46:00,Rainy,7.270791762,80.65857985,Non-Holiday,0,General Urban,Meddegama,LK2130250,12845,451.2,sinhala,Valid
robbery,katugasthota road,2024-08-31,f,muslim,56,04:31:00,Rainy,7.312375991,80.63239193,Non-Holiday,0,General Urban,Pitakanda Gama,LK2130015,16716,20.6,muslim,Valid
theft,thannekumbura,2024-08-31,m,sinhala,25,14:30:00,Rainy,7.283530758,80.65992965,Non-Holiday,0,General Urban,Thennakumbura,LK2130240,19383,53.0,sinhala,Valid
burglary,ampitiya town,2024-08-31,m,muslim,54,15:25:00,Rainy,7.27151096,80.6596583,Non-Holiday,0,General Urban,Ampitiya Pallegama,LK2130245,928,501.0,muslim,Valid
robbery,wattegama,2024-08-31,m,sinhala,65,19:51:00,Rainy,7.351041376,80.68589645,Non-Holiday,0,General Urban,Wattegama North,LK2112075,21578,292.3,sinhala,Valid
theft,lake house hotel,2024-09-01,m,sinhala,25,01:29:00,Rainy,7.268152394,80.59704978,Non-Holiday,0,General Urban,Getambe,LK2130180,5235,555.0,sinhala,Valid
burglary,watapuluwa,2024-09-01,m,sinhala,72,03:27:00,Rainy,7.317157365,80.64188925,Non-Holiday,0,General Urban,Mahaweli Uyana,LK2130040,11727,232.5,sinhala,Valid
burglary,peradeniya road,2024-09-03,m,sinhala,66,06:36:00,Rainy,7.280872179,80.62210101,Non-Holiday,0,General Urban,Suduhumpala West,LK2130165,18808,64.3,sinhala,Valid
theft,katugasthota,2024-09-03,m,sinhala,38,20:53:00,Rainy,7.335813236,80.62170931,Non-Holiday,0,General Urban,Kalugalawatta,LK2112245,8028,207.3,sinhala,Valid
theft,wattaranthanne ground,2024-09-04,m,sinhala,17,16:49:00,Rainy,7.251071986,80.69268258,Non-Holiday,0,Residential,Thalathuoya East,LK2145090,18993,303.2,sinhala,Valid
stabbing,sri wickramasinghe mawatha,2024-09-05,m,sinhala,28,12:34:00,Rainy,7.288583602,80.64226968,Non-Holiday,0,Commercial,Boowelikada,LK2130135,2310,606.5,sinhala,Valid
stabbing,bus stand,2024-09-08,m,sinhala,44,05:14:00,Rainy,7.289178609,80.63221441,Non-Holiday,0,Commercial,Bogambara,LK2130145,2198,196.4,sinhala,Valid
robbery,william gopallawa lane,2024-09-08,m,sinhala,42,07:16:00,Rainy,7.292163909,80.63553801,Non-Holiday,0,General Urban,Mahanuwara,LK2130120,11613,476.3,sinhala,Valid
drugs,peradeniya road,2024-09-08,m,sinhala,59,22:36:00,Rainy,7.281577498,80.61978273,Non-Holiday,0,General Urban,Suduhumpala West,LK2130165,18808,330.4,sinhala,Valid
burglary,d.s senanayake lane,2024-09-09,m,sinhala,52,04:12:00,Rainy,7.299780677,80.63905175,Non-Holiday,0,General Urban,Mahanuwara,LK2130120,11613,491.8,sinhala,Valid
burglary,train station,2024-09-09,m,tamil,24,08:15:00,Rainy,7.289386891,80.63327281,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,204.8,tamil,Valid
burglary,colombo street,2024-09-10,m,sinhala,47,22:49:00,Rainy,7.292631427,80.63582257,Non-Holiday,0,General Urban,Mahanuwara,LK2130120,11613,420.9,sinhala,Valid
burglary,asgiriya,2024-09-12,f,sinhala,48,09:54:00,Rainy,7.300779458,80.63234189,Non-Holiday,0,General Urban,Poorna Watta West,LK2130080,17006,194.7,sinhala,Valid
burglary,municipal indoor sports complex,2024-09-14,m,sinhala,53,14:12:00,Rainy,7.285892306,80.62468764,Non-Holiday,0,Commercial,Katukele West,LK2130105,8913,303.3,sinhala,Valid
theft,peradeniya road,2024-09-16,f,sinhala,37,05:15:00,Rainy,7.281755839,80.62258813,Prophet's Birthday,1,General Urban,Suduhumpala West,LK2130165,18808,103.6,sinhala,Valid
robbery,dodamwela bridge,2024-09-16,m,sinhala,46,08:29:00,Rainy,7.286598029,80.60894913,Prophet's Birthday,1,General Urban,Kumburegedara,LK2133415,10691,698.3,sinhala,Valid
burglary,municipal indoor sports complex,2024-09-16,m,sinhala,56,13:48:00,Rainy,7.284843238,80.62620007,Prophet's Birthday,1,Commercial,Suduhumpala East,LK2130160,18807,284.6,sinhala,Valid
stabbing,kingswood,2024-09-16,f,sinhala,28,18:50:00,Rainy,7.276141015,80.61663059,Prophet's Birthday,1,Commercial,Mulgampala,LK2130210,13665,283.2,sinhala,Valid
burglary,bogambara,2024-09-16,m,sinhala,47,19:34:00,Rainy,7.287072324,80.63619196,Prophet's Birthday,1,General Urban,Bogambara,LK2130145,2198,361.3,sinhala,Valid
theft,post office,2024-09-18,m,sinhala,41,06:06:00,Rainy,7.291640952,80.63183095,Non-Holiday,0,General Urban,Ihala Katukele,LK2130115,6925,222.4,sinhala,Valid
theft,mapanawathura,2024-09-18,m,sinhala,29,06:29:00,Rainy,7.303706525,80.62473555,Non-Holiday,0,General Urban,Asgiriya,LK2130085,1314,646.5,sinhala,Valid
theft,kingswood,2024-09-18,m,sinhala,57,16:07:00,Rainy,7.276439809,80.61661551,Non-Holiday,0,Commercial,Mulgampala,LK2130210,13665,316.4,sinhala,Valid
stabbing,aniwatte,2024-09-18,m,sinhala,63,21:05:00,Rainy,7.291187157,80.62289721,Non-Holiday,0,General Urban,Aniwatta East,LK2130100,1107,455.2,sinhala,Valid
drugs,bus stand,2024-09-19,m,sinhala,52,10:17:00,Rainy,7.289427397,80.62927341,Non-Holiday,0,Commercial,Deiyannewela,LK2130150,3143,130.6,sinhala,Valid
theft,dodamwela,2024-09-19,m,sinhala,47,15:13:00,Rainy,7.292431548,80.54210718,Non-Holiday,0,General Urban,Ihala Dodamwala,LK2136120,6861,291.2,sinhala,Valid
theft,kotugodalla street,2024-09-20,f,muslim,39,05:50:00,Rainy,7.295158553,80.63578005,Non-Holiday,0,General Urban,Mahanuwara,LK2130120,11613,144.9,muslim,Valid
burglary,kandy hospital,2024-09-20,m,sinhala,47,10:03:00,Rainy,7.288169567,80.6321832,Non-Holiday,0,Residential,Bogambara,LK2130145,2198,108.0,sinhala,Valid
burglary,kandy city centre,2024-09-20,m,sinhala,45,10:26:00,Rainy,7.290498767,80.63769876,Non-Holiday,0,Commercial,Bogambara,LK2130145,2198,616.1,sinhala,Valid
vehicle theft,sahas uyana,2024-09-20,m,sinhala,36,18:24:00,Rainy,7.289770413,80.6382154,Non-Holiday,0,Recreational,Bogambara,LK2130145,2198,629.5,sinhala,Valid
drugs,municipal indoor sports complex,2024-09-21,f,sinhala,64,09:27:00,Rainy,7.285204053,80.62373456,Non-Holiday,0,Commercial,Katukele West,LK2130105,8913,189.5,sinhala,Valid
burglary,bogambara prison,2024-09-21,m,muslim,41,13:31:00,Rainy,7.292654944,80.63368311,Non-Holiday,0,Commercial,Ihala Katukele,LK2130115,6925,343.7,muslim,Valid
