crime,location,date,sex,victim nationality,victim age,time,weather,Latitude,Longitude,Holiday_Name,Is_Holiday,Land_Use_Type,GN division,GN_pcode,GN_population,GN_distance_m
robbery,dharmapala road lewella,02.05.2024,M,tamil ,48,10:55,Rainy,7.298915524,80.65095545,Non-Holiday,FALSE,General Urban,Thalwatta,LK2130130,19105,402.7
theft,thannekumbura,04.05.2024,M,Sinhala,66,5:31,Rainy,7.28395393,80.66098411,Non-Holiday,FALSE,General Urban,Thennakumbura,LK2130240,19383,114.8
robbery,highschool,05.05.2024,F,Sinhala,33,19:17,Rainy,7.290169639,80.63272476,Non-Holiday,FALSE,General Urban,Bogambara,LK2130145,2198,289.9
theft,mahaiyawa,06.05.2024,M,Sinhala,34,11:00,Rainy,7.306556114,80.63335881,Non-Holiday,FALSE,General Urban,Poorna Watta East,LK2130075,17005,218.9
burglary,malwatte,06.05.2024,F,Muslim,39,16:45,Rainy,7.278350374,80.64049035,Non-Holiday,FALSE,General Urban,Malwatta,LK2130140,12099,330.9
robbery,Municipal indoor sports complex,09.05.2024,M,Sinhala,43,14:39,Rainy,7.285045435,80.62670116,Non-Holiday,FALSE,Commercial,Suduhumpala East,LK2130160,18807,323.6
theft,heerassagala,09.05.2024,M,Sinhala,64,21:23,Rainy,7.261962588,80.61992191,Non-Holiday,FALSE,General Urban,Bowalawatta,LK2130300,2441,375.3
vehicle theft,sirimawo bandaranayake lane,11.05.2024,M,Sinhala,63,19:05,Rainy,7.266999679,80.59834224,Non-Holiday,FALSE,Commercial,Getambe,LK2130180,5235,744.7
burglary,old peradeniya road,13.05.2024,M,Sinhala,59,9:10,Rainy,7.28222492,80.62166052,Non-Holiday,FALSE,General Urban,Suduhumpala West,LK2130165,18808,191.8
robbery,malwatte,15.05.2024,M,Sinhala,51,14:22,Rainy,7.277457464,80.64376053,Non-Holiday,FALSE,General Urban,Malwatta,LK2130140,12099,346.6
drugs,thalaathuoya road,15.05.2024,M,Sinhala,35,17:29,Rainy,7.247886176,80.68438833,Non-Holiday,FALSE,General Urban,Batagalla,LK2145100,1785,356.7
stabbing,new queens hotel,15.05.2024,M,Sinhala,76,18:16,Rainy,7.294366181,80.6364289,Non-Holiday,FALSE,Commercial,Mahanuwara,LK2130120,11613,227.9
drugs,maligawa,16.05.2024,F,Sinhala,41,11:49,Rainy,7.291771062,80.64116607,Non-Holiday,FALSE,Commercial,Boowelikada,LK2130135,2310,361.4
burglary,polgolla,16.05.2024,M,Muslim,44,17:08,Rainy,7.315161213,80.65410744,Non-Holiday,FALSE,General Urban,Pallegunnepana North,LK2127175,15562,155.7
robbery,ampitiya,18.05.2024,M,Sinhala,30,15:30,Rainy,7.272337108,80.65906824,Non-Holiday,FALSE,General Urban,Ampitiya Pallegama,LK2130245,928,527.1
vehicle theft,paradise park,19.05.2024,M,Sinhala,60,14:06,Rainy,7.287236277,80.62850541,Non-Holiday,FALSE,Commercial,Deiyannewela,LK2130150,3143,142.1
vehicle theft,provincial education department,20.05.2024,M,Sinhala,31,13:03,Rainy,7.290102533,80.63458694,Non-Holiday,FALSE,Commercial,Bogambara,LK2130145,2198,333.9
burglary,Municipal indoor sports complex,21.05.2024,M,Sinhala,45,16:03,Rainy,7.286271967,80.62728971,Non-Holiday,FALSE,Commercial,Deiyannewela,LK2130150,3143,311.5
theft,2nd rajasinghe lane,22.05.2024,M,tamil ,49,10:57,Rainy,7.290240368,80.63293607,Non-Holiday,FALSE,General Urban,Bogambara,LK2130145,2198,296.6
burglary,mapanawathura,22.05.2024,F,Muslim,46,15:33,Rainy,7.30316838,80.62731309,Non-Holiday,FALSE,General Urban,Asgiriya,LK2130085,1314,424.8
stabbing,asgiriya stadium,25.05.2024,F,Sinhala,72,13:01,Rainy,7.299021566,80.63515255,Non-Holiday,FALSE,Commercial,Mahanuwara,LK2130120,11613,312.5
burglary,watapuluwa,25.05.2024,M,Sinhala,47,19:27,Rainy,7.315806282,80.64083047,Non-Holiday,FALSE,General Urban,Watapuluwa,LK2130035,21490,149.6
theft,ampitiya bus stand,26.05.2024,M,Sinhala,48,8:03,Rainy,7.268943774,80.66674897,Non-Holiday,FALSE,Commercial,Ulpathakumbura,LK2130265,20351,458.4
theft,rajapihilla lane,26.05.2024,M,Sinhala,23,20:37,Rainy,7.288344073,80.64135453,Non-Holiday,FALSE,General Urban,Boowelikada,LK2130135,2310,664.3
theft,lewella gangaramaya,28.05.2024,M,Sinhala,49,19:40,Rainy,7.2956133,80.65139958,Non-Holiday,FALSE,Commercial,Thalwatta,LK2130130,19105,106.7
stabbing,dharmapala road lewella,31.05.2024,F,Sinhala,46,8:18,Rainy,7.298028052,80.65253566,Non-Holiday,FALSE,General Urban,Thalwatta,LK2130130,19105,376.7
burglary,colombo street ,31.05.2024,F,Sinhala,50,15:53,Rainy,7.296072655,80.63747016,Non-Holiday,FALSE,General Urban,Mahanuwara,LK2130120,11613,147.3
theft,watapuluwa,03.06.2024,M,sinhala,29,13:07,Rainy,7.316404882,80.64213662,Non-Holiday,FALSE,General Urban,Watapuluwa,LK2130035,21490,307
drugs,Municipal indoor sports complex,09.06.2024,M,Sinhala,26,18:33,Rainy,7.286496406,80.62632857,Non-Holiday,FALSE,Commercial,Deiyannewela,LK2130150,3143,380.3
burglary,2nd rajasinghe lane,09.06.2024,M,Sinhala,47,23:01,Rainy,7.29164674,80.63497154,Non-Holiday,FALSE,General Urban,Bogambara,LK2130145,2198,504.7
burglary,dharmasena lane,11.06.2024,F,Sinhala,26,14:26,Rainy,7.270876221,80.59203984,Non-Holiday,FALSE,General Urban,Getambe,LK2130180,5235,248
robbery,thalaathuoya road,12.06.2024,M,Sinhala,71,12:06,Rainy,7.248636753,80.68455746,Non-Holiday,FALSE,General Urban,Batagalla,LK2145100,1785,420.3
robbery,heerassagala,12.06.2024,M,Sinhala,52,13:52,Rainy,7.263407511,80.61822383,Non-Holiday,FALSE,General Urban,Bowalawatta,LK2130300,2441,466.9
burglary,peradeniya road,13.06.2024,M,Sinhala,35,10:12,Rainy,7.281142602,80.62187845,Non-Holiday,FALSE,General Urban,Suduhumpala West,LK2130165,18808,95.3
drugs,bowalawatte,14.06.2024,M,Sinhala,53,13:25,Rainy,7.257266684,80.62377048,Non-Holiday,FALSE,General Urban,Bowalawatta,LK2130300,2441,678.6
robbery,ampitiya,17.06.2024,M,Sinhala,47,21:06,Rainy,7.274584774,80.66119962,Eid al-Adha,TRUE,General Urban,Ampitiya Pallegama,LK2130245,928,291.8
burglary,yatinuwara lane,19.06.2024,F,Sinhala,53,12:45,Rainy,7.292203414,80.63447158,Non-Holiday,FALSE,General Urban,Ihala Katukele,LK2130115,6925,439.8
robbery,deiyanwela,19.06.2024,F,Sinhala,49,16:35,Rainy,7.288616739,80.63255157,Non-Holiday,FALSE,General Urban,Bogambara,LK2130145,2198,124.4
theft,peradeniya KFC,20.06.2024,M,Sinhala,61,11:08,Rainy,7.286108772,80.6223671,Non-Holiday,FALSE,Commercial,Katukele West,LK2130105,8913,103.9
theft,thilakawardhana,20.06.2024,M,Sinhala,59,20:46,Rainy,7.283675622,80.62272282,Non-Holiday,FALSE,Commercial,Katukele West,LK2130105,8913,190.7
stabbing,new queens hotel,22.06.2024,M,Sinhala,45,7:01,Rainy,7.291783073,80.63674111,Non-Holiday,FALSE,Commercial,Mahanuwara,LK2130120,11613,517.2
vehicle theft,2nd rajasinghe lane,23.06.2024,F,sinhala,46,2:49,Rainy,7.291054271,80.63542622,Non-Holiday,FALSE,General Urban,Bogambara,LK2130145,2198,473.4
burglary,poornawatte,23.06.2024,M,Sinhala,41,8:02,Rainy,7.311334935,80.62898259,Non-Holiday,FALSE,General Urban,Mapanawathura,LK2130070,12324,58.8
theft,hanthane,25.06.2024,M,sinhala,55,2:33,Rainy,7.269111874,80.63549845,Non-Holiday,FALSE,General Urban,Hanthana Pedesa,LK2130220,5949,494.4
stabbing,provincial education department,25.06.2024,M,Sinhala,67,11:05,Rainy,7.29200333,80.63167813,Non-Holiday,FALSE,Commercial,Ihala Katukele,LK2130115,6925,180.4
drugs,Municipal indoor sports complex,25.06.2024,F,Sinhala,52,22:27,Rainy,7.284510136,80.62585047,Non-Holiday,FALSE,Commercial,Suduhumpala East,LK2130160,18807,240.8
drugs,mahaiyawa cemetary,30.06.2024,M,Sinhala,48,11:04,Rainy,7.30583333,80.63463751,Non-Holiday,FALSE,General Urban,Mahaiyawa,LK2130065,11543,275.9
theft,aniwatte,30.06.2024,M,Sinhala,52,16:10,Rainy,7.293203454,80.62434062,Non-Holiday,FALSE,General Urban,Bahirawa Kanda,LK2130090,1508,299.8
theft,aniwatte,30.06.2024,F,Sinhala,45,16:55,Rainy,7.291898896,80.62549496,Non-Holiday,FALSE,General Urban,Katukele,LK2130110,8909,238.5
theft,nagasthanne,01.07.2024,M,Sinhala,59,8:36,Rainy,7.280629576,80.63154804,Non-Holiday,FALSE,General Urban,Nagasthenna,LK2130155,13921,244.2
burglary,ampitiya,06.07.2024,F,Sinhala,36,6:10,Rainy,7.273272599,80.65898939,Non-Holiday,FALSE,General Urban,Ampitiya Pallegama,LK2130245,928,517.3
theft,william gopallawa lane,07.07.2024,M,Sinhala,56,10:28,Rainy,7.291883614,80.63420317,Non-Holiday,FALSE,General Urban,Ihala Katukele,LK2130115,6925,422.7
burglary,train station,10.07.2024,M,Sinhala,62,21:24,Rainy,7.289474448,80.63210747,Non-Holiday,FALSE,General Urban,Bogambara,LK2130145,2198,231.2
theft,Primrose gardens,12.07.2024,F,Sinhala,27,5:25,Rainy,7.280408199,80.61159819,Non-Holiday,FALSE,Commercial,Welata,LK2130170,21826,354.1
robbery,bowala ,13.07.2024,F,Sinhala,51,12:59,Rainy,7.272051191,80.61323167,Non-Holiday,FALSE,General Urban,Bowala,LK2130205,2430,107.7
vehicle theft,hanathane kadurata malshalawa,15.07.2024,M,Sinhala,41,19:28,Rainy,7.290124586,80.63499025,Non-Holiday,FALSE,Commercial,Bogambara,LK2130145,2198,361.8
burglary,suduhumpola,17.07.2024,M,Sinhala,58,5:56,Rainy,7.283224647,80.62353072,Non-Holiday,FALSE,General Urban,Suduhumpala East,LK2130160,18807,243.8
stabbing,polgolla,18.07.2024,F,Sinhala,37,6:14,Rainy,7.315880343,80.65148926,Non-Holiday,FALSE,General Urban,Pallegunnepana North,LK2127175,15562,231.1
burglary,gatambe,18.07.2024,M,Sinhala,36,9:20,Rainy,7.272106615,80.59664053,Non-Holiday,FALSE,General Urban,Getambe,LK2130180,5235,298.3
vehicle theft,provincial education department,18.07.2024,M,Sinhala,26,9:33,Rainy,7.289827602,80.6337041,Non-Holiday,FALSE,Commercial,Bogambara,LK2130145,2198,264
theft,mulgampola,18.07.2024,M,sinhala,42,13:35,Rainy,7.280295051,80.61733404,Non-Holiday,FALSE,General Urban,Welata,LK2130170,21826,373.2
burglary,central market,19.07.2024,F,Sinhala,69,15:11,Rainy,7.292983468,80.63470834,Non-Holiday,FALSE,Commercial,Mahanuwara,LK2130120,11613,413
theft,ampitiya,19.07.2024,M,Sinhala,34,20:34,Rainy,7.271618668,80.65832175,Non-Holiday,FALSE,General Urban,Meddegama,LK2130250,12845,506.7
vehicle theft,dangolla,20.07.2024,M,Sinhala,48,14:29,Rainy,7.270804024,80.61201193,Esala Full Moon Poya Day,TRUE,Residential,Bowala,LK2130205,2430,94.7
drugs,bowala,20.07.2024,F,Sinhala,31,19:49,Rainy,7.271257706,80.61348546,Esala Full Moon Poya Day,TRUE,General Urban,Bowala,LK2130205,2430,78.7
theft,gatambe,23.07.2024,M,Sinhala,36,21:44,Rainy,7.270001917,80.59795914,Non-Holiday,FALSE,General Urban,Getambe,LK2130180,5235,500
theft,thannekumbura,24.07.2024,F,Sinhala,23,5:36,Cloudy,7.282598712,80.65989411,Non-Holiday,FALSE,General Urban,Thennakumbura,LK2130240,19383,156.7
theft,post office,26.07.2024,F,Sinhala,39,12:42,Rainy,7.28910721,80.63288301,Non-Holiday,FALSE,Commercial,Bogambara,LK2130145,2198,170.8
burglary,dharmasena lane,26.07.2024,M,Sinhala,42,18:00,Rainy,7.270226965,80.59252269,Non-Holiday,FALSE,General Urban,Getambe,LK2130180,5235,257.8
drugs,katukale,27.07.2024,M,Sinhala,69,6:30,Rainy,7.287876938,80.62693548,Non-Holiday,FALSE,General Urban,Deiyannewela,LK2130150,3143,262.7
robbery,udabowala,02.08.2024,F,Sinhala,37,5:46,Rainy,7.263729449,80.61590569,Non-Holiday,FALSE,General Urban,Uda Bowala,LK2130200,19819,440.6
vehicle theft,yatinuwara street,02.08.2024,F,muslim,15,6:52,Rainy,7.296110534,80.63769412,Non-Holiday,FALSE,General Urban,Mahanuwara,LK2130120,11613,170.5
burglary,heerassagala,04.08.2024,M,Sinhala,49,13:12,Rainy,7.260390195,80.61917856,Non-Holiday,FALSE,General Urban,Bowalawatta,LK2130300,2441,188.7
robbery,yatinuwara street,08.08.2024,M,Sinhala,50,13:42,Rainy,7.295077779,80.63447238,Non-Holiday,FALSE,General Urban,Mahanuwara,LK2130120,11613,238.7
robbery,watapuluwa,08.08.2024,M,Sinhala,62,15:12,Rainy,7.318813489,80.64144586,Non-Holiday,FALSE,General Urban,Mahaweli Uyana,LK2130040,11727,43
theft,train station,10.08.2024,foreign couple,muslim,28,14:58,Rainy,7.290538213,80.6345101,Non-Holiday,FALSE,General Urban,Bogambara,LK2130145,2198,371.7
burglary,mahaiyawa cemetary,12.08.2024,F,Sinhala,31,5:46,Rainy,7.305961012,80.63200231,Non-Holiday,FALSE,General Urban,Poorna Watta East,LK2130075,17005,117.9
drugs,mada bowala angampitiya,14.08.2024,M,Sinhala,44,12:09,Rainy,7.269839888,80.61144611,Non-Holiday,FALSE,General Urban,Bowala,LK2130205,2430,210.2
burglary,ampitiya,16.08.2024,F,Sinhala,51,7:00,Rainy,7.273005729,80.66057173,Non-Holiday,FALSE,General Urban,Ampitiya Pallegama,LK2130245,928,348.3
drugs,goerge.E.Silva lane,16.08.2024,F,Sinhala,44,14:30,Rainy,7.292159913,80.63452927,Non-Holiday,FALSE,General Urban,Ihala Katukele,LK2130115,6925,447.2
stabbing,kotugodalla road,20.08.2024,M,Sinhala,27,0:27,Rainy,7.295273941,80.63815269,Non-Holiday,FALSE,General Urban,Mahanuwara,LK2130120,11613,251.4
theft,ampitiya,24.08.2024,F,Sinhala,60,9:34,Rainy,7.271316309,80.65902447,Non-Holiday,FALSE,General Urban,Meddegama,LK2130250,12845,527.4
theft,watapuluwa,25.08.2024,F,Sinhala,38,5:11,Rainy,7.319379022,80.64172693,Non-Holiday,FALSE,General Urban,Mahaweli Uyana,LK2130040,11727,37.5
drugs,2nd rajasinghe lane,25.08.2024,F,Sinhala,34,20:51,Rainy,7.288923545,80.63225615,Non-Holiday,FALSE,General Urban,Bogambara,LK2130145,2198,168.9
burglary,aniwatte,26.08.2024,M,Sinhala,21,3:29,Cloudy,7.291501998,80.62382296,Non-Holiday,FALSE,General Urban,Katukele,LK2130110,8909,427.9
vehicle theft,D.S senanayake lane,28.08.2024,F,sinhala,35,2:30,Rainy,7.295854223,80.63639164,Non-Holiday,FALSE,General Urban,Mahanuwara,LK2130120,11613,65.2
burglary,hanthane,29.08.2024,F,Sinhala,60,11:50,Rainy,7.267706997,80.63529915,Non-Holiday,FALSE,General Urban,Hanthana Pedesa,LK2130220,5949,649.6
burglary,2nd rajasinghe lane,29.08.2024,F,Sinhala,27,12:10,Rainy,7.290849052,80.63525414,Non-Holiday,FALSE,General Urban,Bogambara,LK2130145,2198,443.9
robbery,ampitiya,30.08.2024,M,Sinhala,31,14:46,Rainy,7.270791762,80.65857985,Non-Holiday,FALSE,General Urban,Meddegama,LK2130250,12845,451.2
robbery,katugasthota road,31.08.2024,F,Muslim,56,4:31,Rainy,7.312375991,80.63239193,Non-Holiday,FALSE,General Urban,Pitakanda Gama,LK2130015,16716,20.6
theft,thannekumbura,31.08.2024,M,sinhala,25,14:30,Rainy,7.283530758,80.65992965,Non-Holiday,FALSE,General Urban,Thennakumbura,LK2130240,19383,53
burglary,ampitiyaa,31.08.2024,M,Muslim,54,15:25,Rainy,7.27151096,80.6596583,Non-Holiday,FALSE,General Urban,Ampitiya Pallegama,LK2130245,928,501
robbery,wattegama,31.08.2024,M,Sinhala,65,19:51,Rainy,7.351041376,80.68589645,Non-Holiday,FALSE,General Urban,Wattegama North,LK2112075,21578,292.3
theft,lake house hotel,01.09.2024,M,Sinhala,25,1:29,Rainy,7.268152394,80.59704978,Non-Holiday,FALSE,General Urban,Getambe,LK2130180,5235,555
burglary,watapuluwa,01.09.2024,M,Sinhala,72,3:27,Rainy,7.317157365,80.64188925,Non-Holiday,FALSE,General Urban,Mahaweli Uyana,LK2130040,11727,232.5
burglary,peradeniya road,03.09.2024,M,Sinhala,66,6:36,Rainy,7.280872179,80.62210101,Non-Holiday,FALSE,General Urban,Suduhumpala West,LK2130165,18808,64.3
theft,katugasthota,03.09.2024,M,Sinhala,38,20:53,Rainy,7.335813236,80.62170931,Non-Holiday,FALSE,General Urban,Kalugalawatta,LK2112245,8028,207.3
theft,wattaranthanne ground,04.09.2024,M,Sinhala,17,16:49,Rainy,7.251071986,80.69268258,Non-Holiday,FALSE,Residential,Thalathuoya East,LK2145090,18993,303.2
stabbing,sri wickramasinghe mawatha,05.09.2024,M,Sinhala,28,12:34,Rainy,7.288583602,80.64226968,Non-Holiday,FALSE,Commercial,Boowelikada,LK2130135,2310,606.5
stabbing,bogambara bus stand,08.09.2024,M,Sinhala,44,5:14,Rainy,7.289178609,80.63221441,Non-Holiday,FALSE,Commercial,Bogambara,LK2130145,2198,196.4
robbery,william gopallawa lane,08.09.2024,M,Sinhala,42,7:16,Rainy,7.292163909,80.63553801,Non-Holiday,FALSE,General Urban,Mahanuwara,LK2130120,11613,476.3
drugs,old peradeniya road,08.09.2024,M,Sinhala,59,22:36,Rainy,7.281577498,80.61978273,Non-Holiday,FALSE,General Urban,Suduhumpala West,LK2130165,18808,330.4
burglary,D.S senanayake lane,09.09.2024,M,Sinhala,52,4:12,Rainy,7.299780677,80.63905175,Non-Holiday,FALSE,General Urban,Mahanuwara,LK2130120,11613,491.8
burglary,train station,09.09.2024,M,tamil ,24,8:15,Rainy,7.289386891,80.63327281,Non-Holiday,FALSE,General Urban,Bogambara,LK2130145,2198,204.8
burglary,colombo street ,10.09.2024,M,Sinhala,47,22:49,Rainy,7.292631427,80.63582257,Non-Holiday,FALSE,General Urban,Mahanuwara,LK2130120,11613,420.9
burglary,asgiriya   ,12.09.2024,F,Sinhala,48,9:54,Rainy,7.300779458,80.63234189,Non-Holiday,FALSE,General Urban,Poorna Watta West,LK2130080,17006,194.7
burglary,Municipal indoor sports complex,14.09.2024,M,Sinhala,53,14:12,Rainy,7.285892306,80.62468764,Non-Holiday,FALSE,Commercial,Katukele West,LK2130105,8913,303.3
theft,peradeniya road,16.09.2024,F,Sinhala,37,5:15,Rainy,7.281755839,80.62258813,Prophet's Birthday,TRUE,General Urban,Suduhumpala West,LK2130165,18808,103.6
robbery,dodamwela bridge,16.09.2024,M,Sinhala,46,8:29,Rainy,7.286598029,80.60894913,Prophet's Birthday,TRUE,General Urban,Kumburegedara,LK2133415,10691,698.3
burglary,Municipal indoor sports complex,16.09.2024,M,Sinhala,56,13:48,Rainy,7.284843238,80.62620007,Prophet's Birthday,TRUE,Commercial,Suduhumpala East,LK2130160,18807,284.6
stabbing,kingswood,16.09.2024,F,Sinhala,28,18:50,Rainy,7.276141015,80.61663059,Prophet's Birthday,TRUE,Commercial,Mulgampala,LK2130210,13665,283.2
burglary,bogambara,16.09.2024,M,Sinhala,47,19:34,Rainy,7.287072324,80.63619196,Prophet's Birthday,TRUE,General Urban,Bogambara,LK2130145,2198,361.3
theft,in front of post office,18.09.2024,M,Sinhala,41,6:06,Rainy,7.291640952,80.63183095,Non-Holiday,FALSE,General Urban,Ihala Katukele,LK2130115,6925,222.4
theft,mapanawathura,18.09.2024,M,Sinhala,29,6:29,Rainy,7.303706525,80.62473555,Non-Holiday,FALSE,General Urban,Asgiriya,LK2130085,1314,646.5
theft,kingswood,18.09.2024,M,Sinhala,57,16:07,Rainy,7.276439809,80.61661551,Non-Holiday,FALSE,Commercial,Mulgampala,LK2130210,13665,316.4
stabbing,aniwatte,18.09.2024,M,Sinhala,63,21:05,Rainy,7.291187157,80.62289721,Non-Holiday,FALSE,General Urban,Aniwatta East,LK2130100,1107,455.2
drugs,goodshed bus stand,19.09.2024,M,Sinhala,52,10:17,Rainy,7.289427397,80.62927341,Non-Holiday,FALSE,Commercial,Deiyannewela,LK2130150,3143,130.6
theft,dodamwela,19.09.2024,M,Sinhala,47,15:13,Rainy,7.292431548,80.54210718,Non-Holiday,FALSE,General Urban,Ihala Dodamwala,LK2136120,6861,291.2
theft,kotugodalla street,20.09.2024,F,muslim,39,5:50,Rainy,7.295158553,80.63578005,Non-Holiday,FALSE,General Urban,Mahanuwara,LK2130120,11613,144.9
burglary,kandy hospital,20.09.2024,M,Sinhala,47,10:03,Rainy,7.288169567,80.6321832,Non-Holiday,FALSE,Residential,Bogambara,LK2130145,2198,108
burglary,KCC commercial bank,20.09.2024,M,Sinhala,45,10:26,Rainy,7.290498767,80.63769876,Non-Holiday,FALSE,Commercial,Bogambara,LK2130145,2198,616.1
vehicle theft,sahas uyana,20.09.2024,M,sinhala,36,18:24,Rainy,7.289770413,80.6382154,Non-Holiday,FALSE,Recreational,Bogambara,LK2130145,2198,629.5
drugs,Municipal indoor sports complex,21.09.2024,F,Sinhala,64,9:27,Rainy,7.285204053,80.62373456,Non-Holiday,FALSE,Commercial,Katukele West,LK2130105,8913,189.5
burglary,bogambara prison,21.09.2024,M,muslim,41,13:31,Rainy,7.292654944,80.63368311,Non-Holiday,FALSE,Commercial,Ihala Katukele,LK2130115,6925,343.7
burglary,mapanawathura,22.09.2024,F,Sinhala,21,8:39,Rainy,7.303602349,80.62521605,Non-Holiday,FALSE,General Urban,Asgiriya,LK2130085,1314,600.4
robbery,train station,25.09.2024,M,Sinhala,64,14:53,Rainy,7.291393499,80.63241102,Non-Holiday,FALSE,General Urban,Ihala Katukele,LK2130115,6925,284.9
stabbing,pitakanda kanaththa,26.09.2024,M,Sinhala,63,6:20,Rainy,7.097465871,80.52877953,Non-Holiday,FALSE,General Urban,Pitakanda,LK2154140,16712,821.3
burglary,ampitiya,26.09.2024,F,sinhala,40,12:25,Rainy,7.273116939,80.65893258,Non-Holiday,FALSE,General Urban,Ampitiya Pallegama,LK2130245,928,525.1
drugs,bus stand,26.09.2024,F,Sinhala,78,14:02,Rainy,7.299886023,80.63525743,Non-Holiday,FALSE,Commercial,Mahanuwara,LK2130120,11613,400.6
vehicle theft,sahas uyana,27.09.2024,M,sinhala,37,18:32,Rainy,7.291528689,80.63829281,Non-Holiday,FALSE,Recreational,Mahanuwara,LK2130120,11613,589.9
drugs,mapanawathura,29.09.2024,M,Sinhala,40,8:51,Rainy,7.303535961,80.62839189,Special Public Holiday,TRUE,General Urban,Poorna Watta West,LK2130080,17006,360.2
burglary,aniwatte,29.09.2024,M,Sinhala,42,15:38,Rainy,7.290276838,80.62269191,Special Public Holiday,TRUE,General Urban,Aniwatta East,LK2130100,1107,411.3
burglary,aruppala,02.10.2024,M,Muslim,27,17:20,Rainy,7.308486004,80.64505648,Non-Holiday,FALSE,General Urban,Aruppala East,LK2130050,1293,164.1
theft,nuwarawela ampitiya,03.10.2024,M,muslim,28,7:59,Rainy,7.286000572,80.65071516,Non-Holiday,FALSE,General Urban,Ampitiya North,LK2130230,926,96.7
vehicle theft,dodamwela,03.10.2024,M,Sinhala,41,17:50,Rainy,7.291323286,80.54208725,Non-Holiday,FALSE,General Urban,Ihala Dodamwala,LK2136120,6861,179
robbery,hanthane,03.10.2024,F,Sinhala,43,19:18,Rainy,7.269472663,80.63600254,Non-Holiday,FALSE,General Urban,Hanthana Pedesa,LK2130220,5949,461.8
theft,hanthane,04.10.2024,M,Sinhala,58,19:33,Cloudy,7.269495917,80.63533232,Non-Holiday,FALSE,General Urban,Hanthana Pedesa,LK2130220,5949,450.8
theft,lewella,05.10.2024,M,Sinhala,62,17:15,Rainy,7.298256177,80.65196889,Non-Holiday,FALSE,General Urban,Thalwatta,LK2130130,19105,365.1
stabbing,mahaiyawa,08.10.2024,M,sinhala,43,1:53,Rainy,7.303006125,80.63484737,Non-Holiday,FALSE,General Urban,Mahaiyawa,LK2130065,11543,100.9
stabbing,paradeniya road,08.10.2024,F,Sinhala,33,5:12,Rainy,7.281302644,80.62087199,Non-Holiday,FALSE,General Urban,Suduhumpala West,LK2130165,18808,206.5
stabbing,mapanawathura,08.10.2024,M,tamil ,27,6:46,Rainy,7.300603862,80.62791441,Non-Holiday,FALSE,General Urban,Asgiriya,LK2130085,1314,155.4
robbery,nagasthanne,08.10.2024,M,muslim,31,9:13,Rainy,7.279936708,80.63443849,Non-Holiday,FALSE,General Urban,Nagasthenna,LK2130155,13921,567.7
burglary,dharmapala road lewella,08.10.2024,M,Sinhala,43,18:08,Rainy,7.299081015,80.65244469,Non-Holiday,FALSE,General Urban,Thalwatta,LK2130130,19105,470.7
robbery,kandy hospital,09.10.2024,M,tamil ,23,7:09,Rainy,7.286572612,80.63018354,Non-Holiday,FALSE,Residential,Deiyannewela,LK2130150,3143,211.4
